image_id,split,width,height
2010_001913,val,500.0,332.0
2010_001916,val,500.0,283.0
2010_001918,val,500.0,333.0
2010_001921,val,500.0,333.0
2010_001927,val,500.0,375.0
2010_001929,val,500.0,375.0
2010_001937,val,500.0,375.0
2010_001938,val,448.0,336.0
2010_001950,val,500.0,306.0
2010_001951,val,448.0,336.0
2010_001954,val,500.0,333.0
2010_001956,val,359.0,500.0
2010_001962,val,500.0,334.0
2010_001966,val,480.0,360.0
2010_001967,val,500.0,333.0
2010_001968,val,500.0,375.0
2010_001986,val,500.0,333.0
2010_001987,val,500.0,333.0
2010_001988,val,500.0,272.0
2010_001992,val,500.0,375.0
2010_001995,val,375.0,500.0
2010_001998,val,500.0,375.0
2010_002000,val,500.0,375.0
2010_002002,val,500.0,344.0
2010_002005,val,372.0,500.0
2010_002006,val,324.0,432.0
2010_002017,val,500.0,375.0
2010_002019,val,500.0,333.0
2010_002022,val,500.0,332.0
2010_002025,val,500.0,375.0
2010_002029,val,500.0,397.0
2010_002030,val,500.0,331.0
2010_002040,val,333.0,500.0
2010_002041,val,500.0,281.0
2010_002046,val,500.0,228.0
2010_002048,val,500.0,333.0
2010_002050,val,500.0,375.0
2010_002058,val,318.0,500.0
2010_002060,val,500.0,375.0
2010_002067,val,500.0,377.0
2010_002073,val,500.0,375.0
2010_002085,val,500.0,375.0
2010_002086,val,500.0,333.0
2010_002089,val,343.0,500.0
2010_002094,val,500.0,333.0
2010_002096,val,500.0,375.0
2010_002098,val,288.0,208.0
2010_002100,val,451.0,500.0
2010_002102,val,500.0,333.0
2010_002105,val,500.0,375.0
2010_002106,val,500.0,333.0
2010_002113,val,500.0,333.0
2010_002117,val,368.0,500.0
2010_002124,val,500.0,333.0
2010_002128,val,500.0,375.0
2010_002133,val,500.0,375.0
2010_002137,val,375.0,500.0
2010_002138,val,500.0,375.0
2010_002142,val,375.0,500.0
2010_002146,val,375.0,500.0
2010_002147,val,500.0,333.0
2010_002150,val,500.0,336.0
2010_002161,val,500.0,375.0
2010_002167,val,375.0,500.0
2010_002172,val,500.0,334.0
2010_002175,val,332.0,500.0
2010_002181,val,500.0,343.0
2010_002182,val,500.0,375.0
2010_002183,val,500.0,355.0
2010_002187,val,320.0,240.0
2010_002192,val,500.0,359.0
2010_002194,val,500.0,375.0
2010_002195,val,375.0,500.0
2010_002199,val,500.0,375.0
2010_002200,val,500.0,375.0
2010_002211,val,375.0,500.0
2010_002213,val,375.0,500.0
2010_002219,val,500.0,375.0
2010_002223,val,310.0,500.0
2010_002224,val,500.0,375.0
2010_002228,val,375.0,500.0
2010_002229,val,500.0,333.0
2010_002232,val,500.0,375.0
2010_002244,val,500.0,379.0
2010_002245,val,500.0,375.0
2010_002247,val,500.0,375.0
2010_002251,val,500.0,375.0
2010_002255,val,375.0,500.0
2010_002261,val,500.0,333.0
2010_002269,val,500.0,375.0
2010_002271,val,500.0,375.0
2010_002276,val,500.0,375.0
2010_002279,val,500.0,375.0
2010_002283,val,500.0,451.0
2010_002287,val,500.0,375.0
2010_002289,val,500.0,375.0
2010_002294,val,500.0,375.0
2010_002303,val,342.0,500.0
2010_002305,val,500.0,375.0
2010_002307,val,500.0,449.0
2010_002310,val,500.0,375.0
2010_002313,val,333.0,500.0
2010_002315,val,500.0,375.0
2010_002316,val,500.0,400.0
2010_002319,val,358.0,500.0
2010_002321,val,500.0,339.0
2010_002326,val,500.0,375.0
2010_002332,val,333.0,500.0
2010_002336,val,375.0,500.0
2010_002337,val,500.0,333.0
2010_002340,val,375.0,500.0
2010_002348,val,500.0,375.0
2010_002354,val,333.0,500.0
2010_002357,val,500.0,333.0
2010_002361,val,500.0,363.0
2010_002365,val,500.0,375.0
2010_002366,val,375.0,500.0
2010_002370,val,500.0,375.0
2010_002372,val,500.0,334.0
2010_002373,val,375.0,500.0
2010_002383,val,500.0,381.0
2010_002388,val,333.0,500.0
2010_002390,val,500.0,375.0
2010_002396,val,500.0,332.0
2010_002398,val,500.0,310.0
2010_002402,val,500.0,400.0
2010_002405,val,500.0,374.0
2010_002406,val,500.0,375.0
2010_002408,val,375.0,500.0
2010_002409,val,480.0,360.0
2010_002420,val,500.0,335.0
2010_002422,val,500.0,400.0
2010_002427,val,500.0,333.0
2010_002436,val,500.0,500.0
2010_002446,val,500.0,375.0
2010_002448,val,500.0,375.0
2010_002449,val,375.0,500.0
2010_002450,val,500.0,375.0
2010_002458,val,500.0,338.0
2010_002460,val,500.0,348.0
2010_002461,val,500.0,333.0
2010_002468,val,500.0,335.0
2010_002479,val,465.0,500.0
2010_002480,val,375.0,500.0
2010_002482,val,375.0,500.0
2010_002484,val,500.0,368.0
2010_002504,val,500.0,333.0
2010_002510,val,500.0,375.0
2010_002512,val,500.0,333.0
2010_002516,val,500.0,375.0
2010_002518,val,500.0,358.0
2010_002526,val,329.0,500.0
2010_002531,val,500.0,375.0
2010_002533,val,500.0,332.0
2010_002534,val,500.0,375.0
2010_002536,val,500.0,375.0
2010_002538,val,500.0,433.0
2010_002539,val,375.0,500.0
2010_002542,val,500.0,349.0
2010_002543,val,500.0,333.0
2010_002546,val,500.0,337.0
2010_002547,val,500.0,333.0
2010_002561,val,500.0,375.0
2010_002565,val,500.0,332.0
2010_002569,val,500.0,333.0
2010_002578,val,500.0,375.0
2010_002579,val,500.0,375.0
2010_002580,val,480.0,326.0
2010_002586,val,500.0,375.0
2010_002587,val,500.0,375.0
2010_002597,val,321.0,480.0
2010_002598,val,500.0,333.0
2010_002601,val,500.0,375.0
2010_002602,val,500.0,375.0
2010_002603,val,375.0,500.0
2010_002605,val,375.0,500.0
2010_002621,val,500.0,333.0
2010_002623,val,500.0,375.0
2010_002629,val,500.0,333.0
2010_002631,val,375.0,500.0
2010_002632,val,440.0,330.0
2010_002638,val,500.0,375.0
2010_002639,val,500.0,375.0
2010_002645,val,331.0,500.0
2010_002652,val,480.0,361.0
2010_002654,val,500.0,368.0
2010_002660,val,333.0,500.0
2010_002661,val,375.0,500.0
2010_002666,val,500.0,375.0
2010_002667,val,500.0,334.0
2010_002668,val,500.0,333.0
2010_002676,val,500.0,338.0
2010_002678,val,500.0,334.0
2010_002679,val,333.0,500.0
2010_002682,val,500.0,375.0
2010_002691,val,500.0,367.0
2010_002693,val,375.0,500.0
2010_002695,val,500.0,375.0
2010_002701,val,500.0,375.0
2010_002704,val,500.0,375.0
2010_002705,val,500.0,333.0
2010_002710,val,500.0,375.0
2010_002713,val,500.0,375.0
2010_002714,val,500.0,375.0
2010_002716,val,500.0,375.0
2010_002721,val,500.0,375.0
2010_002723,val,500.0,375.0
2010_002725,val,500.0,375.0
2010_002728,val,500.0,375.0
2010_002736,val,500.0,333.0
2010_002737,val,500.0,382.0
2010_002740,val,375.0,500.0
2010_002741,val,500.0,375.0
2010_002754,val,386.0,500.0
2010_002758,val,500.0,375.0
2010_002763,val,353.0,500.0
2010_002767,val,333.0,500.0
2010_002770,val,500.0,375.0
2010_002771,val,500.0,375.0
2010_002774,val,500.0,308.0
2010_002775,val,500.0,375.0
2010_002780,val,500.0,374.0
2010_002783,val,500.0,326.0
2010_002789,val,500.0,409.0
2010_002790,val,500.0,375.0
2010_002791,val,351.0,500.0
2010_002792,val,500.0,333.0
2010_002793,val,500.0,375.0
2010_002803,val,500.0,375.0
2010_002807,val,500.0,375.0
2010_002808,val,500.0,333.0
2010_002814,val,500.0,375.0
2010_002817,val,500.0,473.0
2010_002822,val,333.0,500.0
2010_002824,val,427.0,500.0
2010_002827,val,500.0,143.0
2010_002840,val,375.0,500.0
2010_002845,val,500.0,375.0
2010_002853,val,375.0,500.0
2010_002854,val,500.0,375.0
2010_002858,val,500.0,374.0
2010_002860,val,500.0,375.0
2010_002864,val,500.0,333.0
2010_002868,val,500.0,375.0
2010_002871,val,500.0,333.0
2010_002873,val,374.0,500.0
2010_002876,val,500.0,375.0
2010_002877,val,500.0,338.0
2010_002879,val,375.0,500.0
2010_002881,val,500.0,338.0
2010_002887,val,500.0,375.0
2010_002900,val,500.0,443.0
2010_002902,val,500.0,334.0
2010_002905,val,375.0,500.0
2010_002914,val,500.0,375.0
2010_002921,val,500.0,375.0
2010_002924,val,500.0,357.0
2010_002927,val,500.0,375.0
2010_002929,val,500.0,326.0
2010_002930,val,500.0,375.0
2010_002939,val,500.0,196.0
2010_002940,val,377.0,500.0
2010_002954,val,500.0,333.0
2010_002956,val,500.0,348.0
2010_002958,val,332.0,500.0
2010_002960,val,276.0,500.0
2010_002963,val,500.0,376.0
2010_002965,val,500.0,333.0
2010_002972,val,500.0,334.0
2010_002980,val,500.0,387.0
2010_002985,val,500.0,375.0
2010_002988,val,500.0,375.0
2010_002991,val,462.0,500.0
2010_002993,val,500.0,375.0
2010_002995,val,500.0,335.0
2010_003014,val,500.0,387.0
2010_003015,val,500.0,333.0
2010_003016,val,500.0,375.0
2010_003019,val,500.0,380.0
2010_003024,val,500.0,375.0
2010_003040,val,500.0,336.0
2010_003043,val,500.0,333.0
2010_003051,val,500.0,333.0
2010_003054,val,500.0,375.0
2010_003060,val,500.0,333.0
2010_003067,val,500.0,375.0
2010_003071,val,340.0,340.0
2010_003072,val,500.0,375.0
2010_003074,val,500.0,375.0
2010_003081,val,500.0,332.0
2010_003082,val,375.0,500.0
2010_003091,val,500.0,375.0
2010_003092,val,500.0,375.0
2010_003098,val,500.0,333.0
2010_003102,val,500.0,334.0
2010_003103,val,500.0,455.0
2010_003107,val,424.0,283.0
2010_003112,val,500.0,375.0
2010_003120,val,500.0,333.0
2010_003122,val,500.0,333.0
2010_003123,val,375.0,500.0
2010_003127,val,500.0,375.0
2010_003129,val,500.0,375.0
2010_003132,val,500.0,333.0
2010_003133,val,500.0,375.0
2010_003135,val,500.0,375.0
2010_003139,val,500.0,375.0
2010_003146,val,352.0,288.0
2010_003147,val,500.0,326.0
2010_003154,val,500.0,375.0
2010_003156,val,500.0,375.0
2010_003160,val,500.0,306.0
2010_003168,val,500.0,338.0
2010_003176,val,500.0,333.0
2010_003183,val,500.0,375.0
2010_003187,val,500.0,375.0
2010_003190,val,500.0,332.0
2010_003199,val,500.0,373.0
2010_003200,val,500.0,375.0
2010_003201,val,500.0,375.0
2010_003207,val,500.0,375.0
2010_003212,val,500.0,375.0
2010_003214,val,500.0,375.0
2010_003219,val,431.0,500.0
2010_003220,val,500.0,375.0
2010_003223,val,375.0,500.0
2010_003231,val,500.0,500.0
2010_003232,val,375.0,500.0
2010_003233,val,500.0,334.0
2010_003236,val,400.0,300.0
2010_003239,val,347.0,500.0
2010_003240,val,500.0,375.0
2010_003244,val,500.0,340.0
2010_003248,val,500.0,375.0
2010_003249,val,500.0,375.0
2010_003251,val,500.0,375.0
2010_003253,val,500.0,375.0
2010_003257,val,500.0,334.0
2010_003260,val,375.0,500.0
2010_003270,val,500.0,374.0
2010_003275,val,500.0,500.0
2010_003276,val,500.0,363.0
2010_003278,val,500.0,375.0
2010_003279,val,500.0,250.0
2010_003285,val,333.0,500.0
2010_003287,val,500.0,375.0
2010_003293,val,500.0,333.0
2010_003299,val,480.0,361.0
2010_003302,val,500.0,375.0
2010_003303,val,500.0,375.0
2010_003314,val,500.0,375.0
2010_003316,val,500.0,333.0
2010_003321,val,480.0,360.0
2010_003325,val,500.0,375.0
2010_003326,val,450.0,500.0
2010_003331,val,500.0,375.0
2010_003335,val,500.0,333.0
2010_003341,val,500.0,375.0
2010_003358,val,500.0,334.0
2010_003361,val,500.0,333.0
2010_003362,val,500.0,375.0
2010_003365,val,500.0,293.0
2010_003366,val,500.0,375.0
2010_003368,val,500.0,301.0
2010_003375,val,337.0,500.0
2010_003376,val,500.0,374.0
2010_003379,val,500.0,375.0
2010_003381,val,500.0,342.0
2010_003385,val,500.0,332.0
2010_003390,val,500.0,500.0
2010_003397,val,500.0,375.0
2010_003398,val,500.0,375.0
2010_003401,val,500.0,333.0
2010_003402,val,500.0,375.0
2010_003409,val,500.0,375.0
2010_003411,val,500.0,333.0
2010_003418,val,500.0,375.0
2010_003419,val,500.0,335.0
2010_003427,val,500.0,375.0
2010_003429,val,500.0,332.0
2010_003446,val,500.0,375.0
2010_003450,val,500.0,375.0
2010_003451,val,500.0,375.0
2010_003453,val,500.0,323.0
2010_003458,val,500.0,401.0
2010_003461,val,500.0,375.0
2010_003465,val,500.0,375.0
2010_003467,val,375.0,500.0
2010_003468,val,375.0,500.0
2010_003470,val,500.0,375.0
2010_003473,val,500.0,356.0
2010_003479,val,339.0,500.0
2010_003482,val,500.0,375.0
2010_003488,val,500.0,488.0
2010_003490,val,500.0,375.0
2010_003493,val,500.0,374.0
2010_003495,val,500.0,333.0
2010_003496,val,500.0,333.0
2010_003497,val,500.0,375.0
2010_003503,val,500.0,375.0
2010_003506,val,500.0,397.0
2010_003508,val,500.0,334.0
2010_003514,val,375.0,500.0
2010_003520,val,375.0,500.0
2010_003522,val,500.0,375.0
2010_003527,val,500.0,333.0
2010_003531,val,500.0,375.0
2010_003532,val,500.0,375.0
2010_003537,val,500.0,374.0
2010_003540,val,500.0,375.0
2010_003541,val,500.0,338.0
2010_003547,val,500.0,375.0
2010_003559,val,500.0,333.0
2010_003561,val,333.0,500.0
2010_003562,val,500.0,331.0
2010_003563,val,333.0,500.0
2010_003568,val,500.0,500.0
2010_003569,val,500.0,375.0
2010_003573,val,335.0,500.0
2010_003579,val,375.0,500.0
2010_003585,val,500.0,375.0
2010_003588,val,430.0,288.0
2010_003594,val,500.0,375.0
2010_003597,val,500.0,375.0
2010_003603,val,332.0,500.0
2010_003605,val,500.0,333.0
2010_003609,val,500.0,375.0
2010_003610,val,500.0,297.0
2010_003613,val,500.0,265.0
2010_003628,val,500.0,339.0
2010_003630,val,500.0,375.0
2010_003632,val,500.0,375.0
2010_003640,val,354.0,500.0
2010_003641,val,500.0,333.0
2010_003645,val,500.0,375.0
2010_003653,val,375.0,500.0
2010_003655,val,500.0,375.0
2010_003659,val,375.0,500.0
2010_003664,val,500.0,333.0
2010_003667,val,500.0,368.0
2010_003673,val,375.0,500.0
2010_003675,val,500.0,375.0
2010_003679,val,500.0,292.0
2010_003687,val,500.0,375.0
2010_003688,val,500.0,326.0
2010_003695,val,500.0,334.0
2010_003701,val,500.0,364.0
2010_003708,val,500.0,375.0
2010_003709,val,500.0,333.0
2010_003716,val,500.0,339.0
2010_003723,val,500.0,375.0
2010_003724,val,419.0,500.0
2010_003728,val,500.0,375.0
2010_003729,val,500.0,375.0
2010_003730,val,500.0,297.0
2010_003731,val,500.0,375.0
2010_003735,val,500.0,375.0
2010_003742,val,500.0,375.0
2010_003744,val,500.0,375.0
2010_003745,val,500.0,375.0
2010_003746,val,375.0,500.0
2010_003755,val,375.0,500.0
2010_003757,val,500.0,333.0
2010_003758,val,500.0,335.0
2010_003761,val,500.0,375.0
2010_003762,val,500.0,359.0
2010_003764,val,500.0,332.0
2010_003768,val,500.0,295.0
2010_003771,val,500.0,375.0
2010_003772,val,500.0,375.0
2010_003774,val,500.0,325.0
2010_003779,val,281.0,500.0
2010_003781,val,500.0,375.0
2010_003792,val,500.0,333.0
2010_003800,val,500.0,375.0
2010_003801,val,500.0,375.0
2010_003805,val,340.0,500.0
2010_003806,val,500.0,375.0
2010_003807,val,333.0,500.0
2010_003811,val,500.0,316.0
2010_003813,val,500.0,375.0
2010_003820,val,400.0,322.0
2010_003823,val,500.0,333.0
2010_003826,val,500.0,375.0
2010_003828,val,500.0,333.0
2010_003847,val,500.0,375.0
2010_003848,val,500.0,332.0
2010_003852,val,500.0,375.0
2010_003854,val,500.0,333.0
2010_003855,val,376.0,500.0
2010_003857,val,500.0,375.0
2010_003859,val,500.0,333.0
2010_003861,val,500.0,375.0
2010_003863,val,500.0,375.0
2010_003878,val,500.0,338.0
2010_003879,val,500.0,333.0
2010_003890,val,500.0,375.0
2010_003898,val,500.0,375.0
2010_003912,val,400.0,500.0
2010_003915,val,500.0,425.0
2010_003919,val,500.0,375.0
2010_003920,val,476.0,488.0
2010_003928,val,500.0,375.0
2010_003933,val,500.0,334.0
2010_003936,val,500.0,329.0
2010_003939,val,500.0,375.0
2010_003942,val,500.0,375.0
2010_003943,val,500.0,372.0
2010_003944,val,500.0,375.0
2010_003947,val,500.0,324.0
2010_003955,val,375.0,500.0
2010_003956,val,500.0,375.0
2010_003961,val,500.0,375.0
2010_003966,val,500.0,375.0
2010_003970,val,500.0,375.0
2010_003971,val,411.0,500.0
2010_003976,val,500.0,375.0
2010_003980,val,500.0,375.0
2010_003981,val,500.0,334.0
2010_003983,val,500.0,375.0
2010_003988,val,500.0,375.0
2010_003999,val,500.0,400.0
2010_004006,val,500.0,400.0
2010_004010,val,500.0,334.0
2010_004021,val,500.0,334.0
2010_004023,val,500.0,333.0
2010_004026,val,500.0,333.0
2010_004027,val,399.0,500.0
2010_004031,val,500.0,375.0
2010_004036,val,375.0,500.0
2010_004037,val,500.0,332.0
2010_004041,val,500.0,375.0
2010_004042,val,500.0,349.0
2010_004050,val,333.0,500.0
2010_004054,val,500.0,375.0
2010_004056,val,333.0,500.0
2010_004063,val,500.0,375.0
2010_004064,val,500.0,375.0
2010_004067,val,500.0,375.0
2010_004073,val,500.0,328.0
2010_004088,val,500.0,375.0
2010_004094,val,500.0,377.0
2010_004095,val,500.0,375.0
2010_004096,val,500.0,332.0
2010_004102,val,500.0,404.0
2010_004104,val,500.0,333.0
2010_004105,val,500.0,375.0
2010_004107,val,500.0,333.0
2010_004120,val,500.0,375.0
2010_004124,val,375.0,500.0
2010_004125,val,500.0,375.0
2010_004129,val,500.0,375.0
2010_004137,val,500.0,334.0
2010_004139,val,500.0,375.0
2010_004140,val,500.0,375.0
2010_004141,val,500.0,304.0
2010_004143,val,500.0,375.0
2010_004145,val,500.0,334.0
2010_004149,val,500.0,328.0
2010_004157,val,500.0,333.0
2010_004161,val,471.0,500.0
2010_004165,val,500.0,333.0
2010_004173,val,333.0,500.0
2010_004178,val,500.0,375.0
2010_004179,val,500.0,375.0
2010_004182,val,500.0,375.0
2010_004184,val,500.0,332.0
2010_004187,val,500.0,333.0
2010_004188,val,500.0,373.0
2010_004193,val,500.0,378.0
2010_004201,val,500.0,333.0
2010_004207,val,489.0,500.0
2010_004208,val,500.0,375.0
2010_004209,val,500.0,375.0
2010_004211,val,500.0,332.0
2010_004219,val,500.0,375.0
2010_004224,val,500.0,375.0
2010_004225,val,500.0,377.0
2010_004226,val,500.0,375.0
2010_004227,val,334.0,500.0
2010_004228,val,500.0,375.0
2010_004229,val,500.0,375.0
2010_004230,val,475.0,287.0
2010_004238,val,500.0,281.0
2010_004253,val,500.0,333.0
2010_004254,val,500.0,375.0
2010_004257,val,500.0,375.0
2010_004263,val,500.0,286.0
2010_004278,val,500.0,372.0
2010_004279,val,500.0,375.0
2010_004280,val,500.0,374.0
2010_004286,val,500.0,375.0
2010_004290,val,500.0,340.0
2010_004291,val,500.0,375.0
2010_004297,val,500.0,469.0
2010_004304,val,500.0,375.0
2010_004312,val,500.0,375.0
2010_004313,val,500.0,336.0
2010_004314,val,500.0,375.0
2010_004318,val,500.0,334.0
2010_004320,val,500.0,335.0
2010_004322,val,500.0,375.0
2010_004335,val,500.0,375.0
2010_004337,val,500.0,376.0
2010_004339,val,500.0,375.0
2010_004341,val,500.0,375.0
2010_004345,val,500.0,375.0
2010_004348,val,500.0,290.0
2010_004350,val,500.0,357.0
2010_004351,val,500.0,341.0
2010_004352,val,375.0,500.0
2010_004355,val,500.0,375.0
2010_004362,val,500.0,375.0
2010_004369,val,500.0,375.0
2010_004374,val,373.0,473.0
2010_004380,val,334.0,500.0
2010_004382,val,500.0,375.0
2010_004387,val,267.0,400.0
2010_004390,val,500.0,376.0
2010_004391,val,500.0,272.0
2010_004400,val,500.0,333.0
2010_004404,val,333.0,500.0
2010_004409,val,500.0,356.0
2010_004415,val,500.0,375.0
2010_004417,val,375.0,500.0
2010_004419,val,500.0,375.0
2010_004420,val,500.0,375.0
2010_004422,val,500.0,333.0
2010_004425,val,500.0,375.0
2010_004428,val,500.0,333.0
2010_004431,val,500.0,333.0
2010_004432,val,500.0,334.0
2010_004439,val,500.0,375.0
2010_004447,val,375.0,500.0
2010_004455,val,500.0,333.0
2010_004456,val,500.0,375.0
2010_004457,val,500.0,377.0
2010_004460,val,500.0,375.0
2010_004461,val,500.0,375.0
2010_004469,val,500.0,375.0
2010_004472,val,500.0,336.0
2010_004475,val,500.0,333.0
2010_004479,val,500.0,375.0
2010_004483,val,460.0,500.0
2010_004484,val,500.0,333.0
2010_004486,val,500.0,375.0
2010_004488,val,500.0,375.0
2010_004503,val,350.0,263.0
2010_004505,val,375.0,500.0
2010_004506,val,500.0,375.0
2010_004509,val,500.0,333.0
2010_004515,val,500.0,333.0
2010_004519,val,500.0,375.0
2010_004520,val,333.0,500.0
2010_004529,val,500.0,333.0
2010_004533,val,500.0,375.0
2010_004536,val,500.0,375.0
2010_004537,val,500.0,375.0
2010_004542,val,500.0,375.0
2010_004543,val,500.0,375.0
2010_004545,val,480.0,360.0
2010_004550,val,500.0,500.0
2010_004551,val,333.0,500.0
2010_004553,val,500.0,375.0
2010_004554,val,500.0,375.0
2010_004556,val,448.0,299.0
2010_004557,val,500.0,333.0
2010_004559,val,500.0,375.0
2010_004567,val,500.0,375.0
2010_004570,val,500.0,333.0
2010_004584,val,375.0,500.0
2010_004585,val,400.0,266.0
2010_004586,val,500.0,333.0
2010_004588,val,500.0,353.0
2010_004596,val,500.0,333.0
2010_004597,val,500.0,375.0
2010_004608,val,500.0,375.0
2010_004618,val,500.0,375.0
2010_004624,val,375.0,500.0
2010_004627,val,500.0,197.0
2010_004628,val,375.0,500.0
2010_004629,val,500.0,375.0
2010_004634,val,500.0,375.0
2010_004635,val,500.0,375.0
2010_004637,val,500.0,405.0
2010_004642,val,500.0,333.0
2010_004654,val,500.0,330.0
2010_004659,val,500.0,375.0
2010_004661,val,398.0,500.0
2010_004662,val,500.0,375.0
2010_004667,val,500.0,375.0
2010_004670,val,500.0,375.0
2010_004672,val,500.0,332.0
2010_004677,val,500.0,375.0
2010_004679,val,500.0,333.0
2010_004681,val,500.0,375.0
2010_004686,val,355.0,500.0
2010_004691,val,500.0,375.0
2010_004692,val,500.0,375.0
2010_004697,val,500.0,338.0
2010_004714,val,500.0,374.0
2010_004722,val,500.0,333.0
2010_004733,val,375.0,500.0
2010_004735,val,410.0,500.0
2010_004743,val,359.0,500.0
2010_004747,val,500.0,339.0
2010_004748,val,500.0,375.0
2010_004750,val,500.0,331.0
2010_004753,val,500.0,375.0
2010_004756,val,400.0,500.0
2010_004757,val,500.0,375.0
2010_004763,val,500.0,365.0
2010_004768,val,333.0,500.0
2010_004772,val,500.0,333.0
2010_004775,val,500.0,375.0
2010_004778,val,500.0,375.0
2010_004779,val,500.0,375.0
2010_004783,val,500.0,375.0
2010_004785,val,500.0,375.0
2010_004786,val,500.0,375.0
2010_004789,val,500.0,375.0
2010_004792,val,500.0,375.0
2010_004795,val,500.0,375.0
2010_004804,val,500.0,375.0
2010_004809,val,500.0,333.0
2010_004813,val,236.0,315.0
2010_004815,val,375.0,500.0
2010_004817,val,333.0,500.0
2010_004821,val,500.0,333.0
2010_004825,val,375.0,500.0
2010_004828,val,500.0,375.0
2010_004829,val,500.0,375.0
2010_004830,val,354.0,500.0
2010_004836,val,500.0,375.0
2010_004849,val,500.0,375.0
2010_004854,val,500.0,333.0
2010_004856,val,500.0,357.0
2010_004857,val,500.0,375.0
2010_004861,val,500.0,333.0
2010_004865,val,360.0,270.0
2010_004866,val,500.0,333.0
2010_004868,val,500.0,333.0
2010_004877,val,500.0,381.0
2010_004889,val,500.0,346.0
2010_004891,val,500.0,333.0
2010_004894,val,500.0,375.0
2010_004901,val,500.0,375.0
2010_004903,val,375.0,500.0
2010_004906,val,500.0,375.0
2010_004908,val,500.0,500.0
2010_004909,val,500.0,375.0
2010_004917,val,500.0,350.0
2010_004919,val,500.0,375.0
2010_004921,val,500.0,288.0
2010_004930,val,500.0,332.0
2010_004931,val,500.0,375.0
2010_004941,val,333.0,500.0
2010_004946,val,375.0,500.0
2010_004951,val,375.0,500.0
2010_004952,val,500.0,325.0
2010_004954,val,375.0,500.0
2010_004957,val,375.0,500.0
2010_004967,val,500.0,375.0
2010_004980,val,500.0,324.0
2010_004982,val,366.0,500.0
2010_004989,val,500.0,375.0
2010_004992,val,375.0,500.0
2010_004994,val,500.0,375.0
2010_004998,val,500.0,375.0
2010_005000,val,333.0,500.0
2010_005005,val,500.0,375.0
2010_005006,val,500.0,375.0
2010_005008,val,500.0,375.0
2010_005013,val,500.0,273.0
2010_005021,val,500.0,375.0
2010_005023,val,500.0,333.0
2010_005026,val,500.0,375.0
2010_005031,val,432.0,463.0
2010_005035,val,500.0,332.0
2010_005042,val,500.0,354.0
2010_005044,val,375.0,500.0
2010_005046,val,480.0,399.0
2010_005048,val,500.0,375.0
2010_005049,val,500.0,375.0
2010_005052,val,375.0,500.0
2010_005053,val,500.0,333.0
2010_005059,val,500.0,375.0
2010_005061,val,370.0,500.0
2010_005063,val,500.0,375.0
2010_005066,val,500.0,375.0
2010_005075,val,500.0,375.0
2010_005079,val,500.0,375.0
2010_005082,val,500.0,500.0
2010_005083,val,445.0,500.0
2010_005087,val,500.0,375.0
2010_005096,val,500.0,375.0
2010_005107,val,334.0,500.0
2010_005108,val,500.0,325.0
2010_005109,val,202.0,418.0
2010_005115,val,500.0,334.0
2010_005116,val,500.0,375.0
2010_005118,val,500.0,406.0
2010_005120,val,500.0,375.0
2010_005123,val,500.0,375.0
2010_005130,val,500.0,334.0
2010_005136,val,500.0,333.0
2010_005138,val,500.0,375.0
2010_005141,val,500.0,375.0
2010_005143,val,375.0,500.0
2010_005148,val,500.0,375.0
2010_005152,val,500.0,375.0
2010_005158,val,500.0,375.0
2010_005159,val,424.0,500.0
2010_005160,val,500.0,375.0
2010_005164,val,500.0,375.0
2010_005166,val,500.0,274.0
2010_005167,val,500.0,375.0
2010_005169,val,500.0,375.0
2010_005174,val,500.0,375.0
2010_005180,val,500.0,375.0
2010_005184,val,500.0,375.0
2010_005185,val,400.0,500.0
2010_005187,val,500.0,216.0
2010_005188,val,500.0,375.0
2010_005192,val,500.0,375.0
2010_005206,val,500.0,375.0
2010_005208,val,500.0,375.0
2010_005215,val,500.0,375.0
2010_005222,val,500.0,362.0
2010_005224,val,349.0,500.0
2010_005226,val,500.0,375.0
2010_005230,val,500.0,375.0
2010_005239,val,375.0,500.0
2010_005242,val,500.0,375.0
2010_005243,val,500.0,333.0
2010_005245,val,367.0,500.0
2010_005246,val,500.0,375.0
2010_005250,val,500.0,375.0
2010_005252,val,500.0,381.0
2010_005264,val,500.0,333.0
2010_005268,val,500.0,335.0
2010_005272,val,500.0,333.0
2010_005284,val,500.0,333.0
2010_005285,val,333.0,500.0
2010_005287,val,500.0,375.0
2010_005292,val,500.0,334.0
2010_005293,val,500.0,375.0
2010_005305,val,500.0,312.0
2010_005314,val,500.0,375.0
2010_005323,val,500.0,334.0
2010_005327,val,500.0,375.0
2010_005330,val,500.0,375.0
2010_005331,val,360.0,270.0
2010_005332,val,375.0,500.0
2010_005338,val,500.0,306.0
2010_005340,val,500.0,333.0
2010_005344,val,500.0,375.0
2010_005345,val,500.0,375.0
2010_005346,val,500.0,333.0
2010_005353,val,500.0,357.0
2010_005366,val,500.0,375.0
2010_005369,val,500.0,375.0
2010_005372,val,375.0,500.0
2010_005374,val,500.0,375.0
2010_005375,val,500.0,375.0
2010_005379,val,375.0,500.0
2010_005382,val,500.0,258.0
2010_005394,val,500.0,375.0
2010_005398,val,500.0,375.0
2010_005401,val,499.0,334.0
2010_005405,val,500.0,375.0
2010_005406,val,333.0,500.0
2010_005410,val,500.0,375.0
2010_005414,val,500.0,344.0
