image_id,split,cls,xmin,ymin,xmax,ymax,difficult,truncated,occluded,width,height,box_w,box_h,box_area,aspect_ratio,norm_area
2008_004614,val,bus,1,262,83,288,0,1,1,500,375,83,27,2241,3.074074074074074,0.011952
2008_004614,val,car,1,283,24,310,0,1,0,500,375,24,28,672,0.8571428571428571,0.003584
2008_004615,val,motorbike,12,1,485,375,0,0,0,500,375,474,375,177750,1.264,0.948
2008_004615,val,motorbike,1,1,352,290,0,1,1,500,375,352,290,102080,1.2137931034482758,0.5444266666666666
2008_004615,val,motorbike,1,1,303,182,0,1,1,500,375,303,182,55146,1.664835164835165,0.294112
2008_004615,val,pottedplant,447,1,500,100,0,1,0,500,375,54,100,5400,0.54,0.0288
2008_004619,val,chair,183,112,272,207,0,0,1,375,500,90,96,8640,0.9375,0.04608
2008_004619,val,tvmonitor,199,81,261,134,1,0,1,375,500,63,54,3402,1.1666666666666667,0.018144
2008_004619,val,pottedplant,90,200,146,282,0,0,0,375,500,57,83,4731,0.6867469879518072,0.025232
2008_004619,val,pottedplant,42,223,80,280,0,0,0,375,500,39,58,2262,0.6724137931034483,0.012064
2008_004619,val,pottedplant,78,232,114,280,0,0,0,375,500,37,49,1813,0.7551020408163265,0.009669333333333334
2008_004621,val,sheep,148,57,343,340,0,0,0,500,375,196,284,55664,0.6901408450704225,0.2968746666666667
2008_004624,val,horse,150,110,438,277,0,0,0,500,354,289,168,48552,1.7202380952380953,0.2743050847457627
2008_004630,val,aeroplane,1,1,500,275,0,1,0,500,333,500,275,137500,1.8181818181818181,0.8258258258258259
2008_004630,val,person,351,256,360,278,1,0,0,500,333,10,23,230,0.43478260869565216,0.0013813813813813814
2008_004630,val,person,343,256,353,278,1,0,0,500,333,11,23,253,0.4782608695652174,0.0015195195195195196
2008_004630,val,car,482,230,500,246,1,0,0,500,333,19,17,323,1.1176470588235294,0.00193993993993994
2008_004630,val,car,437,230,454,246,1,1,0,500,333,18,17,306,1.0588235294117647,0.0018378378378378379
2008_004630,val,car,129,243,158,259,1,1,1,500,333,30,17,510,1.7647058823529411,0.003063063063063063
2008_004630,val,car,190,238,211,251,1,1,1,500,333,22,14,308,1.5714285714285714,0.0018498498498498498
2008_004630,val,car,208,237,230,251,1,1,0,500,333,23,15,345,1.5333333333333334,0.002072072072072072
2008_004632,val,sofa,115,194,361,336,0,1,1,375,500,247,143,35321,1.7272727272727273,0.18837866666666667
2008_004632,val,chair,1,290,283,500,0,1,0,375,500,283,211,59713,1.3412322274881516,0.3184693333333333
2008_004633,val,bird,212,160,250,212,0,0,1,500,333,39,53,2067,0.7358490566037735,0.012414414414414415
2008_004640,val,cat,15,123,500,272,0,0,0,500,375,486,150,72900,3.24,0.3888
2008_004646,val,aeroplane,96,1,500,333,0,1,0,500,333,405,333,134865,1.2162162162162162,0.81
2008_004646,val,aeroplane,1,48,268,134,0,1,1,500,333,268,87,23316,3.0804597701149423,0.14003603603603604
2008_004646,val,aeroplane,127,1,369,52,0,1,0,500,333,243,52,12636,4.673076923076923,0.0758918918918919
2008_004646,val,aeroplane,386,116,500,153,0,1,0,500,333,115,38,4370,3.026315789473684,0.026246246246246246
2008_004646,val,aeroplane,1,124,156,309,0,1,1,500,333,156,186,29016,0.8387096774193549,0.17427027027027028
2008_004646,val,aeroplane,245,52,358,80,1,1,1,500,333,114,29,3306,3.9310344827586206,0.019855855855855857
2008_004646,val,person,427,191,441,225,0,0,0,500,333,15,35,525,0.42857142857142855,0.003153153153153153
2008_004646,val,person,414,186,428,213,1,0,0,500,333,15,28,420,0.5357142857142857,0.0025225225225225223
2008_004646,val,person,347,158,361,186,1,0,1,500,333,15,29,435,0.5172413793103449,0.002612612612612613
2008_004646,val,person,386,187,400,209,1,0,1,500,333,15,23,345,0.6521739130434783,0.002072072072072072
2008_004646,val,person,371,185,380,207,1,1,0,500,333,10,23,230,0.43478260869565216,0.0013813813813813814
2008_004646,val,person,377,179,384,191,1,1,0,500,333,8,13,104,0.6153846153846154,0.0006246246246246246
2008_004646,val,person,382,179,392,190,1,1,0,500,333,11,12,132,0.9166666666666666,0.0007927927927927927
2008_004646,val,aeroplane,7,19,119,63,0,1,1,500,333,113,45,5085,2.511111111111111,0.03054054054054054
2008_004647,val,person,172,53,344,500,0,0,0,346,500,173,448,77504,0.3861607142857143,0.448
2008_004647,val,dog,1,223,203,486,0,0,0,346,500,203,264,53592,0.7689393939393939,0.30978034682080924
2008_004653,val,dog,21,34,479,306,0,1,0,500,306,459,273,125307,1.6813186813186813,0.819
2008_004654,val,bicycle,43,213,172,453,0,0,1,333,500,130,241,31330,0.5394190871369294,0.18816816816816817
2008_004654,val,person,54,43,319,349,0,0,1,333,500,266,307,81662,0.8664495114006515,0.49046246246246245
2008_004656,val,person,220,28,295,175,0,0,1,500,375,76,148,11248,0.5135135135135135,0.05998933333333333
2008_004656,val,bicycle,226,91,308,202,0,0,1,500,375,83,112,9296,0.7410714285714286,0.04957866666666667
2008_004659,val,bottle,142,1,317,500,0,0,0,402,500,176,500,88000,0.352,0.43781094527363185
2008_004662,val,dog,91,276,312,500,0,1,0,375,500,222,225,49950,0.9866666666666667,0.2664
2008_004662,val,dog,21,29,375,453,0,1,1,375,500,355,425,150875,0.8352941176470589,0.8046666666666666
2008_004662,val,sofa,1,64,375,500,1,1,1,375,500,375,437,163875,0.8581235697940504,0.874
2008_004665,val,chair,293,199,432,313,0,0,0,500,333,140,115,16100,1.2173913043478262,0.0966966966966967
2008_004665,val,tvmonitor,50,170,102,211,0,0,0,500,333,53,42,2226,1.2619047619047619,0.01336936936936937
2008_004665,val,person,258,136,424,305,0,0,1,500,333,167,170,28390,0.9823529411764705,0.1705105105105105
2008_004670,val,chair,456,191,500,283,0,1,0,500,375,45,93,4185,0.4838709677419355,0.02232
2008_004670,val,chair,383,160,460,254,0,0,0,500,375,78,95,7410,0.8210526315789474,0.03952
2008_004670,val,chair,375,139,429,230,0,0,1,500,375,55,92,5060,0.5978260869565217,0.026986666666666666
2008_004670,val,chair,318,134,373,216,0,0,0,500,375,56,83,4648,0.6746987951807228,0.024789333333333333
2008_004670,val,chair,264,131,316,210,0,0,1,500,375,53,80,4240,0.6625,0.022613333333333333
2008_004670,val,chair,242,125,288,166,0,1,1,500,375,47,42,1974,1.119047619047619,0.010528
2008_004670,val,chair,189,128,239,188,0,0,1,500,375,51,61,3111,0.8360655737704918,0.016592
2008_004670,val,chair,197,115,226,142,1,1,1,500,375,30,28,840,1.0714285714285714,0.00448
2008_004670,val,chair,88,117,129,164,0,0,1,500,375,42,48,2016,0.875,0.010752
2008_004670,val,chair,45,116,86,166,0,0,0,500,375,42,51,2142,0.8235294117647058,0.011424
2008_004670,val,sofa,71,149,311,312,0,0,1,500,375,241,164,39524,1.4695121951219512,0.21079466666666666
2008_004684,val,car,1,5,466,500,0,1,0,466,500,466,496,231136,0.9395161290322581,0.992
2008_004687,val,horse,45,72,365,303,0,0,0,500,417,321,232,74472,1.3836206896551724,0.35717985611510794
2008_004687,val,person,34,201,102,364,0,0,1,500,417,69,164,11316,0.42073170731707316,0.05427338129496403
2008_004688,val,cat,1,1,500,333,0,1,0,500,333,500,333,166500,1.5015015015015014,1.0
2008_004689,val,bird,207,67,308,155,0,0,0,500,367,102,89,9078,1.146067415730337,0.04947138964577657
2008_004695,val,dog,1,118,346,400,0,1,0,500,400,346,283,97918,1.2226148409893993,0.48959
2008_004696,val,horse,1,1,264,485,0,1,0,333,500,264,485,128040,0.5443298969072164,0.769009009009009
2008_004701,val,cow,1,1,443,375,0,1,0,500,375,443,375,166125,1.1813333333333333,0.886
2008_004702,val,dog,207,166,429,333,0,1,0,500,333,223,168,37464,1.3273809523809523,0.225009009009009
2008_004702,val,chair,1,1,105,217,1,1,0,500,333,105,217,22785,0.4838709677419355,0.13684684684684684
2008_004702,val,person,275,1,500,333,1,1,1,500,333,226,333,75258,0.6786786786786787,0.452
2008_004704,val,aeroplane,3,1,500,322,0,1,0,500,322,498,322,160356,1.546583850931677,0.996
2008_004705,val,horse,91,85,333,478,0,1,0,333,500,243,394,95742,0.616751269035533,0.575027027027027
2008_004706,val,person,213,59,403,332,0,1,0,500,332,191,274,52334,0.6970802919708029,0.31526506024096385
2008_004706,val,person,12,42,222,332,0,1,0,500,332,211,291,61401,0.7250859106529209,0.3698855421686747
2008_004711,val,person,238,61,403,337,0,0,0,500,375,166,277,45982,0.5992779783393501,0.24523733333333333
2008_004711,val,car,1,2,274,227,0,1,0,500,375,274,226,61924,1.2123893805309736,0.33026133333333335
2008_004716,val,boat,248,69,405,263,0,0,0,500,333,158,195,30810,0.8102564102564103,0.18504504504504504
2008_004716,val,person,351,210,375,238,1,1,0,500,333,25,29,725,0.8620689655172413,0.004354354354354354
2008_004716,val,person,375,217,389,235,1,1,1,500,333,15,19,285,0.7894736842105263,0.0017117117117117118
2008_004716,val,person,382,212,397,234,1,1,1,500,333,16,23,368,0.6956521739130435,0.00221021021021021
2008_004718,val,boat,27,26,333,398,0,1,0,333,500,307,373,114511,0.8230563002680965,0.6877537537537538
2008_004720,val,tvmonitor,246,84,327,169,0,0,0,500,375,82,86,7052,0.9534883720930233,0.03761066666666667
2008_004720,val,tvmonitor,171,86,251,186,0,0,0,500,375,81,101,8181,0.801980198019802,0.043632
2008_004720,val,chair,319,113,500,375,0,1,0,500,375,182,263,47866,0.6920152091254753,0.2552853333333333
2008_004722,val,dog,5,1,450,310,0,1,0,500,375,446,310,138260,1.4387096774193548,0.7373866666666666
2008_004726,val,aeroplane,115,112,454,223,0,0,0,500,333,340,112,38080,3.0357142857142856,0.2287087087087087
2008_004729,val,car,331,133,500,247,0,1,1,500,375,170,115,19550,1.4782608695652173,0.10426666666666666
2008_004729,val,car,1,148,73,231,0,1,1,500,375,73,84,6132,0.8690476190476191,0.032704
2008_004729,val,car,1,135,69,182,1,1,1,500,375,69,48,3312,1.4375,0.017664
2008_004729,val,motorbike,380,172,482,255,0,0,1,500,375,103,84,8652,1.2261904761904763,0.046144
2008_004729,val,motorbike,297,135,376,246,0,1,1,500,375,80,112,8960,0.7142857142857143,0.047786666666666665
2008_004729,val,person,399,139,456,254,0,0,1,500,375,58,116,6728,0.5,0.03588266666666667
2008_004729,val,person,301,137,345,189,0,1,1,500,375,45,53,2385,0.8490566037735849,0.01272
2008_004729,val,person,214,161,230,177,0,1,0,500,375,17,17,289,1.0,0.0015413333333333334
2008_004729,val,person,162,154,188,183,1,1,1,500,375,27,30,810,0.9,0.00432
2008_004729,val,car,57,91,344,253,0,0,0,500,375,288,163,46944,1.7668711656441718,0.250368
2008_004730,val,bird,66,89,215,462,0,0,0,334,500,150,374,56100,0.40106951871657753,0.33592814371257484
2008_004736,val,cat,190,134,291,269,0,0,1,500,375,102,136,13872,0.75,0.073984
2008_004740,val,person,8,1,323,500,0,1,0,323,500,316,500,158000,0.632,0.978328173374613
2008_004742,val,bird,119,64,161,180,0,0,0,500,326,43,117,5031,0.36752136752136755,0.030865030674846625
2008_004745,val,dog,48,227,251,450,0,1,1,500,450,204,224,45696,0.9107142857142857,0.20309333333333332
2008_004745,val,person,113,13,500,421,0,1,1,500,450,388,409,158692,0.9486552567237164,0.7052977777777778
2008_004754,val,tvmonitor,127,1,354,192,0,1,0,500,375,228,192,43776,1.1875,0.233472
2008_004756,val,pottedplant,244,204,300,305,0,0,0,500,333,57,102,5814,0.5588235294117647,0.03491891891891892
2008_004756,val,pottedplant,11,197,82,323,0,0,1,500,333,72,127,9144,0.5669291338582677,0.05491891891891892
2008_004756,val,pottedplant,430,288,500,325,1,1,1,500,333,71,38,2698,1.868421052631579,0.016204204204204205
2008_004756,val,pottedplant,448,303,500,333,1,1,0,500,333,53,31,1643,1.7096774193548387,0.009867867867867869
2008_004756,val,person,280,86,344,320,0,1,1,500,333,65,235,15275,0.2765957446808511,0.09174174174174174
2008_004758,val,bicycle,8,45,372,353,0,0,0,500,375,365,309,112785,1.1812297734627832,0.60152
2008_004760,val,dog,48,77,394,375,0,1,1,500,375,347,299,103753,1.160535117056856,0.5533493333333334
2008_004766,val,bird,286,316,316,353,0,0,0,375,500,31,38,1178,0.8157894736842105,0.0062826666666666664
2008_004768,val,dog,1,38,500,375,0,1,0,500,375,500,338,169000,1.4792899408284024,0.9013333333333333
2008_004771,val,aeroplane,24,72,273,161,0,0,0,500,313,250,90,22500,2.7777777777777777,0.14376996805111822
2008_004774,val,person,55,111,137,277,0,1,1,352,500,83,167,13861,0.49700598802395207,0.07875568181818182
2008_004774,val,dog,103,264,182,318,0,0,1,352,500,80,55,4400,1.4545454545454546,0.025
2008_004774,val,dog,227,263,277,339,0,1,0,352,500,51,77,3927,0.6623376623376623,0.0223125
2008_004774,val,sofa,50,233,352,457,0,1,1,352,500,303,225,68175,1.3466666666666667,0.3873579545454545
2008_004778,val,person,14,180,137,332,0,0,1,258,400,124,153,18972,0.8104575163398693,0.18383720930232558
2008_004778,val,person,1,41,208,400,0,1,1,258,400,208,360,74880,0.5777777777777777,0.7255813953488373
2008_004778,val,chair,63,85,258,400,0,1,1,258,400,196,316,61936,0.620253164556962,0.6001550387596899
2008_004778,val,sofa,1,94,98,310,1,1,1,258,400,98,217,21266,0.45161290322580644,0.20606589147286822
2008_004778,val,bottle,63,172,117,216,0,1,1,258,400,55,45,2475,1.2222222222222223,0.023982558139534885
2008_004784,val,person,348,31,372,83,1,0,0,375,500,25,53,1325,0.4716981132075472,0.007066666666666666
2008_004784,val,person,157,63,261,239,0,0,1,375,500,105,177,18585,0.5932203389830508,0.09912
2008_004784,val,bicycle,167,137,246,299,0,0,1,375,500,80,163,13040,0.49079754601226994,0.06954666666666667
2008_004794,val,bus,90,241,192,279,0,0,1,500,300,103,39,4017,2.641025641025641,0.02678
2008_004795,val,bottle,237,128,258,170,0,0,0,500,333,22,43,946,0.5116279069767442,0.005681681681681682
2008_004795,val,bottle,103,97,128,167,0,0,0,500,333,26,71,1846,0.36619718309859156,0.011087087087087086
2008_004797,val,cat,165,261,327,353,0,0,0,375,500,163,93,15159,1.7526881720430108,0.080848
2008_004805,val,bird,239,158,317,315,0,0,0,424,500,79,158,12482,0.5,0.05887735849056604
2008_004812,val,boat,235,183,262,204,1,0,0,500,375,28,22,616,1.2727272727272727,0.0032853333333333332
2008_004812,val,boat,240,193,379,307,0,0,1,500,375,140,115,16100,1.2173913043478262,0.08586666666666666
2008_004812,val,boat,492,203,500,212,1,1,0,500,375,9,10,90,0.9,0.00048
2008_004814,val,person,171,77,492,375,0,1,0,500,375,322,299,96278,1.0769230769230769,0.5134826666666666
2008_004814,val,bottle,365,349,394,375,1,1,0,500,375,30,27,810,1.1111111111111112,0.00432
2008_004814,val,bottle,398,346,425,365,1,1,0,500,375,28,20,560,1.4,0.0029866666666666665
2008_004814,val,bottle,402,363,429,375,1,1,0,500,375,28,13,364,2.1538461538461537,0.0019413333333333333
2008_004814,val,bottle,15,34,61,130,0,0,0,500,375,47,97,4559,0.4845360824742268,0.024314666666666665
2008_004819,val,aeroplane,1,100,492,272,0,1,1,500,375,492,173,85116,2.8439306358381504,0.453952
2008_004819,val,person,272,232,326,302,1,1,1,500,375,55,71,3905,0.7746478873239436,0.020826666666666667
2008_004819,val,person,187,230,241,293,1,1,0,500,375,55,64,3520,0.859375,0.018773333333333333
2008_004819,val,person,137,227,185,280,1,1,1,500,375,49,54,2646,0.9074074074074074,0.014112
2008_004825,val,bird,91,27,488,303,0,0,0,500,334,398,277,110246,1.4368231046931408,0.6601556886227545
2008_004832,val,motorbike,79,91,245,403,0,0,0,324,432,167,313,52271,0.5335463258785943,0.3734496456332876
2008_004832,val,motorbike,237,108,324,213,0,1,0,324,432,88,106,9328,0.8301886792452831,0.06664380429812529
2008_004832,val,motorbike,5,143,125,237,0,1,1,324,432,121,95,11495,1.2736842105263158,0.08212591449474166
2008_004832,val,car,1,43,238,138,0,1,1,324,432,238,96,22848,2.4791666666666665,0.16323731138545952
2008_004832,val,person,78,75,238,326,0,0,1,324,432,161,252,40572,0.6388888888888888,0.2898662551440329
2008_004832,val,person,307,35,324,272,1,1,0,324,432,18,238,4284,0.07563025210084033,0.030606995884773662
2008_004832,val,person,21,67,124,207,0,1,1,324,432,104,141,14664,0.7375886524822695,0.10476680384087791
2008_004832,val,person,163,27,204,104,0,1,1,324,432,42,78,3276,0.5384615384615384,0.023405349794238684
2008_004832,val,person,9,50,31,70,0,1,0,324,432,23,21,483,1.0952380952380953,0.0034507887517146777
2008_004832,val,person,41,54,58,68,1,1,0,324,432,18,15,270,1.2,0.0019290123456790122
2008_004833,val,dog,18,51,453,362,0,0,0,500,369,436,312,136032,1.3974358974358974,0.7373008130081301
2008_004837,val,bird,222,337,375,488,0,1,1,375,500,154,152,23408,1.013157894736842,0.12484266666666667
2008_004837,val,bird,196,314,225,346,1,1,0,375,500,30,33,990,0.9090909090909091,0.00528
2008_004851,val,person,222,33,369,252,0,1,1,500,375,148,220,32560,0.6727272727272727,0.17365333333333333
2008_004851,val,person,176,160,281,255,0,1,1,500,375,106,96,10176,1.1041666666666667,0.054272
2008_004851,val,person,3,59,161,298,0,1,1,500,375,159,240,38160,0.6625,0.20352
2008_004851,val,person,412,145,500,284,1,1,0,500,375,89,140,12460,0.6357142857142857,0.06645333333333334
2008_004851,val,diningtable,1,249,500,375,0,1,1,500,375,500,127,63500,3.937007874015748,0.33866666666666667
2008_004852,val,train,1,195,322,230,0,1,0,500,375,322,36,11592,8.944444444444445,0.061824
2008_004852,val,train,358,208,426,230,1,0,1,500,375,69,23,1587,3.0,0.008464
2008_004852,val,train,1,215,318,267,0,1,0,500,375,318,53,16854,6.0,0.089888
2008_004852,val,person,476,240,487,266,0,0,0,500,375,12,27,324,0.4444444444444444,0.001728
2008_004854,val,sheep,199,1,494,199,0,0,1,500,375,296,199,58904,1.4874371859296482,0.3141546666666667
2008_004854,val,sheep,1,61,339,321,0,1,0,500,375,339,261,88479,1.2988505747126438,0.471888
2008_004862,val,bicycle,330,149,369,178,1,1,0,500,375,40,30,1200,1.3333333333333333,0.0064
2008_004862,val,bicycle,142,174,280,325,0,0,0,500,375,139,152,21128,0.9144736842105263,0.11268266666666667
2008_004862,val,car,1,93,113,270,0,1,0,500,375,113,178,20114,0.6348314606741573,0.10727466666666667
2008_004862,val,car,1,138,206,245,0,1,1,500,375,206,108,22248,1.9074074074074074,0.118656
2008_004862,val,car,142,143,248,208,0,1,1,500,375,107,66,7062,1.621212121212121,0.037664
2008_004862,val,car,209,142,279,196,0,1,1,500,375,71,55,3905,1.290909090909091,0.020826666666666667
2008_004862,val,car,246,131,340,167,1,1,1,500,375,95,37,3515,2.5675675675675675,0.018746666666666665
2008_004862,val,car,396,127,435,147,0,0,1,500,375,40,21,840,1.9047619047619047,0.00448
2008_004862,val,person,305,120,336,269,0,0,1,500,375,32,150,4800,0.21333333333333335,0.0256
2008_004862,val,person,259,120,330,303,0,0,0,500,375,72,184,13248,0.391304347826087,0.070656
2008_004866,val,person,369,118,408,209,0,0,0,500,375,40,92,3680,0.43478260869565216,0.019626666666666667
2008_004866,val,person,310,133,364,349,0,0,1,500,375,55,217,11935,0.2534562211981567,0.06365333333333334
2008_004866,val,person,255,131,306,354,0,0,1,500,375,52,224,11648,0.23214285714285715,0.062122666666666666
2008_004866,val,person,158,132,236,328,0,0,1,500,375,79,197,15563,0.4010152284263959,0.08300266666666667
2008_004866,val,bus,9,7,271,284,0,0,1,500,375,263,278,73114,0.9460431654676259,0.3899413333333333
2008_004866,val,person,78,111,151,170,0,1,1,500,375,74,60,4440,1.2333333333333334,0.02368
2008_004866,val,person,397,134,419,177,1,1,1,500,375,23,44,1012,0.5227272727272727,0.005397333333333333
2008_004866,val,person,399,135,428,177,1,0,1,500,375,30,43,1290,0.6976744186046512,0.00688
2008_004866,val,person,238,139,276,337,0,1,1,500,375,39,199,7761,0.19597989949748743,0.041392
2008_004873,val,cat,78,6,415,347,0,0,0,500,375,338,342,115596,0.9883040935672515,0.616512
2008_004875,val,person,361,23,486,180,0,1,0,500,375,126,158,19908,0.7974683544303798,0.106176
2008_004875,val,person,137,244,310,375,0,1,0,500,375,174,132,22968,1.3181818181818181,0.122496
2008_004875,val,person,88,12,200,125,0,0,1,500,375,113,114,12882,0.9912280701754386,0.068704
2008_004881,val,tvmonitor,368,50,500,229,0,1,1,500,375,133,180,23940,0.7388888888888889,0.12768
2008_004881,val,person,178,9,334,361,0,1,0,500,375,157,353,55421,0.4447592067988669,0.29557866666666666
2008_004881,val,person,143,160,216,369,0,1,1,500,375,74,210,15540,0.3523809523809524,0.08288
2008_004881,val,sofa,1,157,164,347,0,1,1,500,375,164,191,31324,0.8586387434554974,0.16706133333333334
2008_004881,val,chair,303,237,352,332,1,1,1,500,375,50,96,4800,0.5208333333333334,0.0256
2008_004885,val,aeroplane,22,96,375,211,0,0,0,500,333,354,116,41064,3.0517241379310347,0.24663063063063062
2008_004887,val,sofa,270,124,500,228,0,1,1,500,375,231,105,24255,2.2,0.12936
2008_004887,val,sofa,365,212,500,354,1,1,1,500,375,136,143,19448,0.951048951048951,0.10372266666666667
2008_004887,val,chair,1,289,117,375,1,1,1,500,375,117,87,10179,1.3448275862068966,0.054288
2008_004887,val,sofa,249,115,321,177,0,1,1,500,375,73,63,4599,1.1587301587301588,0.024528
2008_004894,val,person,179,130,324,329,0,0,1,500,375,146,200,29200,0.73,0.15573333333333333
2008_004894,val,sofa,252,1,500,228,1,1,1,500,375,249,228,56772,1.0921052631578947,0.302784
2008_004894,val,chair,1,1,127,181,1,1,1,500,375,127,181,22987,0.7016574585635359,0.12259733333333334
2008_004896,val,chair,206,64,428,320,0,0,0,500,376,223,257,57311,0.867704280155642,0.30484574468085107
2008_004898,val,tvmonitor,61,9,176,100,0,0,0,500,375,116,92,10672,1.2608695652173914,0.056917333333333334
2008_004898,val,bottle,17,94,53,173,0,0,1,500,375,37,80,2960,0.4625,0.015786666666666668
2008_004900,val,dog,21,64,375,500,0,1,0,375,500,355,437,155135,0.8123569794050344,0.8273866666666667
2008_004904,val,boat,1,1,401,355,0,1,1,500,375,401,355,142355,1.1295774647887324,0.7592266666666667
2008_004907,val,boat,423,88,443,140,0,0,0,500,248,21,53,1113,0.39622641509433965,0.008975806451612903
2008_004907,val,boat,275,96,288,140,1,0,0,500,248,14,45,630,0.3111111111111111,0.005080645161290322
2008_004907,val,boat,170,105,185,135,1,0,0,500,248,16,31,496,0.5161290322580645,0.004
2008_004910,val,tvmonitor,237,158,350,256,0,0,0,500,375,114,99,11286,1.1515151515151516,0.060192
2008_004921,val,boat,1,1,144,314,0,0,0,500,333,144,314,45216,0.4585987261146497,0.27156756756756756
2008_004921,val,boat,142,230,259,318,0,0,1,500,333,118,89,10502,1.3258426966292134,0.06307507507507508
2008_004921,val,boat,244,1,500,331,0,1,0,500,333,257,331,85067,0.7764350453172205,0.510912912912913
2008_004921,val,boat,240,156,258,253,0,1,0,500,333,19,98,1862,0.19387755102040816,0.011183183183183183
2008_004921,val,boat,172,191,183,233,1,1,0,500,333,12,43,516,0.27906976744186046,0.0030990990990990993
2008_004921,val,boat,185,205,194,233,1,1,0,500,333,10,29,290,0.3448275862068966,0.0017417417417417418
2008_004921,val,boat,370,213,395,252,1,1,0,500,333,26,40,1040,0.65,0.006246246246246246
2008_004921,val,person,215,235,237,283,1,1,0,500,333,23,49,1127,0.46938775510204084,0.006768768768768769
2008_004921,val,person,175,235,194,283,1,1,0,500,333,20,49,980,0.40816326530612246,0.005885885885885886
2008_004921,val,person,1,252,22,281,1,1,0,500,333,22,30,660,0.7333333333333333,0.003963963963963964
2008_004923,val,car,5,90,48,117,0,0,0,500,334,44,28,1232,1.5714285714285714,0.0073772455089820355
2008_004926,val,bottle,172,233,290,375,0,1,0,500,375,119,143,17017,0.8321678321678322,0.09075733333333333
2008_004926,val,bottle,316,191,354,306,0,0,1,500,375,39,116,4524,0.33620689655172414,0.024128
2008_004926,val,bottle,17,115,43,172,0,0,1,500,375,27,58,1566,0.46551724137931033,0.008352
2008_004926,val,person,222,86,491,375,0,1,0,500,375,270,290,78300,0.9310344827586207,0.4176
2008_004926,val,person,31,84,235,338,0,1,1,500,375,205,255,52275,0.803921568627451,0.2788
2008_004926,val,person,1,51,114,289,0,1,1,500,375,114,239,27246,0.4769874476987448,0.145312
2008_004930,val,tvmonitor,24,4,476,373,0,0,0,500,375,453,370,167610,1.2243243243243243,0.89392
2008_004930,val,person,186,108,371,273,0,1,1,500,375,186,166,30876,1.1204819277108433,0.164672
2008_004933,val,cat,1,1,464,375,0,1,1,500,375,464,375,174000,1.2373333333333334,0.928
2008_004935,val,aeroplane,427,163,470,187,0,0,0,500,333,44,25,1100,1.76,0.006606606606606606
2008_004935,val,aeroplane,224,126,267,149,0,0,0,500,333,44,24,1056,1.8333333333333333,0.006342342342342342
2008_004935,val,aeroplane,90,130,133,151,0,0,0,500,333,44,22,968,2.0,0.005813813813813814
2008_004940,val,motorbike,42,71,500,333,0,1,0,500,333,459,263,120717,1.7452471482889733,0.725027027027027
2008_004940,val,motorbike,1,57,331,333,0,1,0,500,333,331,277,91687,1.1949458483754514,0.5506726726726727
2008_004940,val,person,290,1,500,333,1,1,1,500,333,211,333,70263,0.6336336336336337,0.422
2008_004940,val,person,186,1,361,270,0,0,1,500,333,176,270,47520,0.6518518518518519,0.28540540540540543
2008_004942,val,bird,208,142,474,312,0,0,0,500,375,267,171,45657,1.5614035087719298,0.243504
2008_004942,val,bird,35,71,258,240,0,0,0,500,375,224,170,38080,1.3176470588235294,0.20309333333333332
2008_004948,val,bottle,266,225,287,293,0,0,0,500,375,22,69,1518,0.3188405797101449,0.008096
2008_004948,val,bottle,151,233,182,321,0,0,1,500,375,32,89,2848,0.3595505617977528,0.015189333333333334
2008_004948,val,bottle,14,304,46,375,0,1,0,500,375,33,72,2376,0.4583333333333333,0.012672
2008_004948,val,bottle,106,339,129,375,0,1,0,500,375,24,37,888,0.6486486486486487,0.004736
2008_004948,val,bottle,157,200,178,257,0,0,1,500,375,22,58,1276,0.3793103448275862,0.006805333333333333
2008_004948,val,person,92,116,218,254,0,1,1,500,375,127,139,17653,0.9136690647482014,0.09414933333333333
2008_004948,val,person,249,121,350,258,0,1,1,500,375,102,138,14076,0.7391304347826086,0.075072
2008_004948,val,diningtable,1,223,366,375,0,1,1,500,375,366,153,55998,2.392156862745098,0.298656
2008_004948,val,person,286,152,491,375,0,1,1,500,375,206,224,46144,0.9196428571428571,0.24610133333333334
2008_004948,val,chair,439,200,496,287,1,1,1,500,375,58,88,5104,0.6590909090909091,0.027221333333333333
2008_004948,val,person,286,286,500,375,1,1,0,500,375,215,90,19350,2.388888888888889,0.1032
2008_004955,val,car,65,142,434,259,0,0,0,500,343,370,118,43660,3.135593220338983,0.25457725947521864
2008_004955,val,car,456,159,500,226,0,1,0,500,343,45,68,3060,0.6617647058823529,0.01784256559766764
2008_004967,val,cat,185,16,500,375,0,1,0,500,375,316,360,113760,0.8777777777777778,0.60672
2008_004968,val,bus,99,258,131,284,0,0,0,375,500,33,27,891,1.2222222222222223,0.004752
2008_004968,val,bus,128,261,145,280,1,1,0,375,500,18,20,360,0.9,0.00192
2008_004968,val,person,2,255,43,368,0,0,0,375,500,42,114,4788,0.3684210526315789,0.025536
2008_004968,val,person,48,258,63,313,0,0,0,375,500,16,56,896,0.2857142857142857,0.004778666666666666
2008_004968,val,person,74,266,88,302,1,0,1,375,500,15,37,555,0.40540540540540543,0.00296
2008_004974,val,car,168,133,337,247,0,1,1,500,375,170,115,19550,1.4782608695652173,0.10426666666666666
2008_004975,val,dog,209,1,500,333,0,1,0,500,333,292,333,97236,0.8768768768768769,0.584
2008_004979,val,bottle,176,55,222,228,0,0,0,500,375,47,174,8178,0.27011494252873564,0.043616
